Week,Supplier,Material,No_of_Material,Machine,No_of_Product,Product,Customer_id,Product_Target,Delivery,Delayed_Delivery,Deli_Delay_Limit,Extra_Delay,Customer_Validity,High_Delay,Cust_Churn
Week1,S1,Met1,51,Mach3,51.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,388,Mach3,386.0,P1,C1,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,426,Mach1,188.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,219,Mach2,85.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,313,Mach2,149.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,464,Mach1,97.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,476,Mach1,89.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,370,Mach1,360.0,P1,C20,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,482,Mach3,226.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,72,Mach1,72.0,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,179,Mach1,179.0,P2,C10,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,486,Mach1,64.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,104,Mach1,104.0,P2,C12,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,318,Mach1,160.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,303,Mach1,303.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,375,Mach1,339.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,269,Mach1,177.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,328,Mach2,125.0,P2,C8,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,481,Mach3,306.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,292,Mach1,162.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,365,Mach1,281.0,P2,C11,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,150,Mach2,150.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,492,Mach1,364.0,P3,C14,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,208,Mach3,208.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,268,Mach1,268.0,P2,C2,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,117,Mach2,117.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,120,Mach1,120.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,122,Mach3,122.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,227,Mach1,227.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,347,Mach1,347.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,405,Mach3,164.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,338,Mach2,225.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,364,Mach3,301.0,P2,C2,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,92,Mach2,92.0,P2,C8,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,114,Mach2,114.0,P1,C19,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,164,Mach1,89.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,256,Mach2,111.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,360,Mach1,89.0,P2,C14,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,445,Mach2,301.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,368,Mach1,129.0,P1,C10,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,201,Mach2,184.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,414,Mach2,292.0,P1,C19,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,220,Mach1,220.0,P2,C10,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,215,Mach1,195.0,P2,C10,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,370,Mach1,109.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,226,Mach1,118.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,202,Mach1,202.0,P3,C18,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,262,Mach1,190.0,P2,C15,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,115,Mach3,110.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,301,Mach1,51.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,117,Mach3,65.0,P2,C14,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,401,Mach2,51.0,P2,C20,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,112,Mach1,112.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,363,Mach2,231.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,455,Mach2,308.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,167,Mach1,167.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,73,Mach2,73.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,100,Mach1,100.0,P1,C20,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,365,Mach1,71.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,194,Mach3,53.0,P2,C11,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,165,Mach1,165.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,176,Mach1,176.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,429,Mach3,373.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,329,Mach2,319.0,P1,C15,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,389,Mach2,258.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,437,Mach3,148.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,402,Mach1,202.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,274,Mach2,274.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,163,Mach3,163.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,57,Mach2,57.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,130,Mach2,130.0,P1,C9,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,313,Mach1,210.0,P3,C16,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,386,Mach1,174.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,369,Mach2,291.0,P1,C1,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,143,Mach2,143.0,P3,C18,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,304,Mach2,54.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,365,Mach2,92.0,P3,C10,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,92,Mach1,76.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,366,Mach2,217.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,345,Mach3,252.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,220,Mach1,220.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,275,Mach1,272.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,245,Mach1,178.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,270,Mach3,149.0,P3,C8,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,475,Mach1,397.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,321,Mach1,321.0,P1,C2,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,389,Mach1,360.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,120,Mach2,120.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,318,Mach2,147.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,368,Mach2,309.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,105,Mach1,105.0,P2,C15,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,108,Mach1,108.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,424,Mach1,383.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,437,Mach1,341.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,230,Mach1,230.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,258,Mach1,129.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,417,Mach3,168.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,202,Mach1,202.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,126,Mach2,126.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,305,Mach1,179.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,429,Mach2,62.0,P3,C5,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,105,Mach2,105.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,424,Mach2,234.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,297,Mach3,272.0,P2,C5,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,369,Mach2,259.0,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,368,Mach2,150.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,481,Mach1,249.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,220,Mach3,220.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,400,Mach2,180.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,260,Mach1,260.0,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,197,Mach2,197.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,108,Mach2,108.0,P1,C13,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,473,Mach2,365.0,P1,C12,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,345,Mach2,319.0,P2,C7,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,439,Mach2,316.0,P3,C11,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,397,Mach3,260.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,419,Mach2,268.0,P3,C20,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,440,Mach1,272.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,417,Mach1,310.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,189,Mach2,189.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,317,Mach3,312.0,P3,C10,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,220,Mach1,169.0,P1,C7,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,323,Mach2,305.0,P2,C14,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,213,Mach1,213.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,221,Mach3,140.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,215,Mach3,175.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,280,Mach1,212.0,P2,C7,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,404,Mach3,90.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,315,Mach2,250.0,P1,C19,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,205,Mach2,205.0,P3,C3,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,190,Mach3,64.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,81,Mach3,81.0,P1,C8,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,470,Mach2,151.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,386,Mach3,100.0,P2,C20,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,171,Mach1,171.0,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,418,Mach3,396.0,P1,C2,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,304,Mach1,304.0,P3,C19,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,304,Mach3,186.0,P3,C16,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,102,Mach3,102.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,418,Mach1,104.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,469,Mach1,106.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,312,Mach1,312.0,P1,C12,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,282,Mach1,282.0,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,338,Mach3,104.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,75,Mach1,75.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,363,Mach1,87.0,P2,C19,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,129,Mach3,129.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,326,Mach3,326.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,410,Mach1,101.0,P2,C2,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,314,Mach1,73.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,190,Mach1,190.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,118,Mach2,106.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,93,Mach2,93.0,P1,C9,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,419,Mach3,173.0,P2,C8,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,270,Mach1,270.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,244,Mach1,244.0,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,273,Mach3,148.0,P1,C7,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,298,Mach1,86.0,P2,C11,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,99,Mach1,70.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,96,Mach2,96.0,P1,C6,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,190,Mach1,108.0,P1,C1,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,71,Mach2,51.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,381,Mach1,135.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,311,Mach1,257.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,107,Mach1,107.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,307,Mach1,290.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,378,Mach2,322.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,169,Mach2,169.0,P3,C5,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,84,Mach1,84.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,395,Mach1,89.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,468,Mach2,268.0,P2,C12,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,232,Mach3,76.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,292,Mach2,292.0,P1,C16,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,343,Mach3,343.0,P2,C6,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,206,Mach2,206.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,96,Mach3,96.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,321,Mach1,103.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,237,Mach1,205.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,325,Mach1,87.0,P2,C20,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,62,Mach2,62.0,P1,C12,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,176,Mach2,136.0,P2,C15,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,206,Mach1,206.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,85,Mach1,85.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,220,Mach1,220.0,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,399,Mach1,211.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,328,Mach1,148.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,112,Mach2,112.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,229,Mach1,210.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,441,Mach2,295.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,264,Mach1,92.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,241,Mach2,62.0,P2,C19,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,208,Mach1,164.0,P1,C7,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,177,Mach1,177.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,104,Mach1,104.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,127,Mach1,127.0,P1,C18,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,109,Mach1,109.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,268,Mach1,97.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,195,Mach3,195.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,118,Mach1,104.0,P1,C20,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,209,Mach1,142.0,P2,C16,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,195,Mach1,120.0,P2,C15,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S2,Met3,361,Mach2,191.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met3,303,Mach2,38.300000000000004,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week2,S1,Met2,207,Mach2,112.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S3,Met3,165,Mach3,165.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met2,425,Mach1,305.0,P3,C20,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S3,Met3,431,Mach2,45.6,P2,C14,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S2,Met1,92,Mach1,92.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week2,S2,Met3,459,Mach2,83.0,P3,C10,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S2,Met1,82,Mach1,82.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S2,Met1,130,Mach1,130.0,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week2,S3,Met2,390,Mach2,21.900000000000002,P1,C10,250.0,No,Yes,1,9,Existing,False,False
Week2,S1,Met3,454,Mach2,28.6,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S3,Met3,227,Mach1,127.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S3,Met1,441,Mach2,167.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S2,Met3,215,Mach3,65.0,P2,C1,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S2,Met3,355,Mach1,105.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week2,S1,Met2,121,Mach1,121.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week2,S3,Met2,331,Mach2,325.0,P3,C12,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S2,Met3,104,Mach3,51.5,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met3,322,Mach1,288.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week2,S1,Met1,429,Mach2,33.800000000000004,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week2,S2,Met1,403,Mach1,207.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week2,S1,Met2,443,Mach2,12.4,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S3,Met1,159,Mach1,159.0,P3,C19,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S2,Met1,302,Mach2,33.800000000000004,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S2,Met3,260,Mach2,77.4,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S1,Met3,151,Mach2,28.0,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week2,S3,Met3,195,Mach1,195.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met1,324,Mach1,139.0,P3,C15,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S2,Met3,68,Mach2,27.6,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S1,Met2,163,Mach2,163.0,P3,C12,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S3,Met3,370,Mach1,369.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met2,406,Mach2,63.6,P2,C15,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met3,229,Mach1,164.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week2,S2,Met1,181,Mach2,181.0,P3,C16,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met3,167,Mach3,44.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met3,359,Mach2,243.0,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met2,481,Mach3,287.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met3,62,Mach1,62.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week2,S1,Met1,415,Mach1,74.0,P3,C1,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S3,Met3,353,Mach1,112.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S3,Met3,310,Mach1,310.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S2,Met2,463,Mach2,220.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S2,Met2,383,Mach1,113.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week2,S2,Met1,211,Mach1,197.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S3,Met3,115,Mach1,50.0,P2,C11,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S3,Met3,210,Mach1,210.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S1,Met2,156,Mach2,76.2,P2,C11,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S2,Met2,384,Mach3,40.0,P3,C15,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S3,Met1,470,Mach2,217.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S3,Met3,260,Mach1,260.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S1,Met2,89,Mach2,21.200000000000003,P2,C11,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S1,Met1,197,Mach2,128.0,P3,C10,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met3,128,Mach2,35.9,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week2,S3,Met2,409,Mach2,30.8,P2,C7,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S2,Met2,181,Mach2,131.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S3,Met3,177,Mach3,171.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week2,S3,Met2,230,Mach3,230.0,P1,C10,250.0,Yes,No,1,9,Existing,False,False
Week2,S1,Met1,142,Mach2,54.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S2,Met3,459,Mach2,68.8,P2,C2,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met2,177,Mach2,177.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week2,S2,Met1,169,Mach1,169.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week2,S2,Met2,491,Mach1,285.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week2,S3,Met1,371,Mach1,190.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week2,S1,Met3,444,Mach1,307.0,P1,C15,250.0,Yes,No,1,9,Existing,False,False
Week2,S3,Met1,279,Mach2,20.400000000000002,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
